assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
17195247,58065,Arthroleptides yakusini,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PETROPEDETIDAE,Arthroleptides,yakusini,,,,"Channing, Moyer &amp; Howell, 2002",Endangered,B1ab(iii),3.1,Unknown,Global
17424282,17424269,Nactus serpensinsula,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Nactus,serpensinsula,,,,"(Loveridge, 1951)",Vulnerable,D2,3.1,Stable,Global
17424347,17424288,Nactus durrellorum,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Nactus,durrellorum,,,,"Arnold &amp; Jones, 1994",Vulnerable,D2,3.1,Increasing,Global
17430906,17429273,Phelsuma borbonica,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Phelsuma,borbonica,,,,"Mertens, 1966",Endangered,"B2ab(iii,v)",3.1,Decreasing,Global
17450059,17450049,Phelsuma inexpectata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Phelsuma,inexpectata,,,,"Mertens, 1966",Critically Endangered,"B1ab(ii,iii,iv,v)",3.1,Decreasing,Global
17450732,17450723,Agama montana,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,AGAMIDAE,Agama,montana,,,,"Barbour &amp; Loveridge, 1928",Vulnerable,B2ab(iii),3.1,Unknown,Global
17922601,1808,Aotus lemurinus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,AOTIDAE,Aotus,lemurinus,,,,"I. Geoffroy, 1846",Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
17923405,39915,Aotus brumbacki,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,AOTIDAE,Aotus,brumbacki,,,,"Hershkovitz, 1983",Vulnerable,A4c,3.1,Decreasing,Global
17926000,914,Alouatta pigra,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,ATELIDAE,Alouatta,pigra,,,,"Lawrence, 1933",Endangered,A4cd,3.1,Decreasing,Global
17929680,39961,Ateles hybridus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,ATELIDAE,Ateles,hybridus,,,,"I. Geoffroy Saint-Hilaire, 1829",Critically Endangered,A4cd,3.1,Decreasing,Global
17935400,11505,Leontopithecus chrysopygus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CALLITRICHIDAE,Leontopithecus,chrysopygus,,,,"(Mikan, 1823)",Endangered,A3ce,3.1,Decreasing,Global
17940474,19839,Saimiri vanzolinii,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CEBIDAE,Saimiri,vanzolinii,,,,"Ayres, 1985",Endangered,A3c; B1ab(iii),3.1,Decreasing,Global
17940807,19836,Saimiri oerstedii,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CEBIDAE,Saimiri,oerstedii,,,,"(Reinhardt, 1872)",Endangered,A2cd,3.1,Decreasing,Global
17941247,39826,Pygathrix nemaeus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Pygathrix,nemaeus,,,,"(Linnaeus, 1771)",Critically Endangered,A2acd+3cd,3.1,Decreasing,Global
17941672,39827,Pygathrix cinerea,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Pygathrix,cinerea,,,,"Nadler, 1997",Critically Endangered,A2acd+3cd,3.1,Decreasing,Global
17943210,39833,Semnopithecus ajax,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Semnopithecus,ajax,,,,"(Pocock, 1928)",Endangered,C2a(i),3.1,Decreasing,Global
17943490,13508501,Rhinopithecus strykeri,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Rhinopithecus,strykeri,,,,"Geissmann, Ngwe Lwin, Saw Soe Aung, Thet Naing Aung, Zin Myo Aung, Tony Htin Hla, Grindley &amp; Momberg, 2011",Critically Endangered,A4cd,3.1,Decreasing,Global
17943738,19597,Rhinopithecus bieti,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Rhinopithecus,bieti,,,,"Milne-Edwards, 1897",Endangered,C2a(i),3.1,Stable,Global
17944213,19594,Rhinopithecus avunculus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Rhinopithecus,avunculus,,,,"(Dollman, 1912)",Critically Endangered,A2acd+3cd; C1+2a(i),3.1,Decreasing,Global
17944405,5145,Colobus satanas,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Colobus,satanas,,,,"Waterhouse, 1838",Vulnerable,A2cd,3.1,Decreasing,Global
17944855,5144,Colobus polykomos,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Colobus,polykomos,,,,"(E.A.W. Zimmermann, 1780)",Endangered,A2bcd,3.1,Decreasing,Global
17945007,5142,Colobus angolensis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Colobus,angolensis,,,,"P. Sclater, 1860",Vulnerable,A2cd,3.1,Decreasing,Global
17945814,4229,Cercopithecus sclateri,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,sclateri,,,,"Pocock, 1904",Endangered,A2cd,3.1,Decreasing,Global
17946043,4218,Cercopithecus erythrotis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,erythrotis,,,,"Waterhouse, 1838",Vulnerable,A2cd,3.1,Decreasing,Global
17946182,4217,Cercopithecus erythrogaster,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,erythrogaster,,,,"Gray, 1866",Endangered,A2cd+4cd,3.1,Decreasing,Global
17947990,12563,Macaca tonkeana,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,tonkeana,,,,"(Meyer, 1899)",Vulnerable,A2cd+3cd,3.1,Decreasing,Global
17948400,12568,Macaca nigrescens,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,nigrescens,,,,"(Temminck, 1849)",Vulnerable,A2cd+3cd,3.1,Decreasing,Global
17948833,136569,Macaca munzala,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,munzala,,,,"Madhusudan &amp; Mishra, 2005",Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
17948969,12570,Macaca hecki,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,hecki,,,,"(Matschie, 1901)",Vulnerable,A2cd+3cd,3.1,Decreasing,Global
17949710,39795,Macaca siberu,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,siberu,,,,"Fuentes &amp; Olson, 1995",Endangered,A2acd+4acd,3.1,Decreasing,Global
17949995,39794,Macaca pagensis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,pagensis,,,,"(Miller, 1903)",Critically Endangered,A2acd+4acd,3.1,Decreasing,Global
17950422,12556,Macaca nigra,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,nigra,,,,"(Desmarest, 1822)",Critically Endangered,A2cd,3.1,Decreasing,Global
17951229,12560,Macaca sinica,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,sinica,,,,"(Linneaus, 1771)",Endangered,A2cd+4cd,3.1,Decreasing,Global
17951402,12559,Macaca silenus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,silenus,,,,"(Linnaeus, 1758)",Endangered,C2a(i),3.1,Decreasing,Global
17951596,12558,Macaca radiata,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,radiata,,,,"(É. Geoffroy, 1812)",Vulnerable,A2acd+3cd,3.1,Decreasing,Global
17952325,12754,Mandrillus sphinx,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Mandrillus,sphinx,,,,"(Linnaeus, 1758)",Vulnerable,A2cd,3.1,Decreasing,Global
17952490,12753,Mandrillus leucophaeus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Mandrillus,leucophaeus,,,,"(F. Cuvier, 1807)",Endangered,A2cd,3.1,Decreasing,Global
17953422,20229,Simias concolor,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Simias,concolor,,,,"Miller, 1903",Critically Endangered,A2acd,3.1,Decreasing,Global
17953935,18131,Presbytis rubicunda,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Presbytis,rubicunda,,,,"(Müller, 1838)",Vulnerable,A4acd,3.1,Decreasing,Global
17954139,18132,Presbytis thomasi,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Presbytis,thomasi,,,,"(Collett, 1892)",Vulnerable,A2c+4c,3.1,Decreasing,Global
17954271,39811,Presbytis melalophos,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Presbytis,melalophos,,,,"(Raffles, 1821)",Endangered,A2acd+4acd,3.1,Decreasing,Global
17954456,39815,Presbytis potenziani,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Presbytis,potenziani,,,,"(Bonaparte, 1856)",Critically Endangered,A2cd+4cd,3.1,Decreasing,Global
17954836,18127,Presbytis frontata,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Presbytis,frontata,,,,"(Müller, 1838)",Vulnerable,A2cd+3cd,3.1,Decreasing,Global
17955321,39803,Presbytis chrysomelas,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Presbytis,chrysomelas,,,,"(Müller, 1838)",Critically Endangered,A2ac+3c,3.1,Decreasing,Global
17955492,136500,Presbytis natunae,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Presbytis,natunae,,,,"(Thomas &amp; Hartet, 1894)",Vulnerable,C1,3.1,Decreasing,Global
17955753,4203,Cercocebus sanjei,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercocebus,sanjei,,,,"Mittermeier, 1986",Endangered,"B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,Decreasing,Global
17956177,4207,Cercocebus chrysogaster,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercocebus,chrysogaster,,,,"Lydekker, 1900",Endangered,A4cd,3.1,Decreasing,Global
17956330,4200,Cercocebus galeritus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercocebus,galeritus,,,,"Peters, 1879",Critically Endangered,A3c,3.1,Decreasing,Global
17958623,44694,Semnopithecus johnii,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Semnopithecus,johnii,,,,"(J. Fischer, 1829)",Vulnerable,C2a(i),3.1,Stable,Global
17958817,39853,Trachypithecus francoisi,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Trachypithecus,francoisi,,,,"(Pousargues, 1898)",Endangered,A2acd+3cd; C1+2a(i),3.1,Decreasing,Global
17958988,22043,Trachypithecus delacouri,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Trachypithecus,delacouri,,,,"(Osgood, 1932)",Critically Endangered,A2cd; C2a(i),3.1,Decreasing,Global
17959133,22044,Trachypithecus laotum,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Trachypithecus,laotum,,,,"(Thomas, 1911)",Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
17959452,22042,Semnopithecus vetulus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Semnopithecus,vetulus,,,,"(Erxleben, 1777)",Endangered,A2cd+3cd,3.1,Decreasing,Global
17959804,39871,Trachypithecus poliocephalus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Trachypithecus,poliocephalus,,,,"(Pousargues, 1898)",Critically Endangered,D,3.1,Increasing,Global
17959977,22035,Trachypithecus cristatus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Trachypithecus,cristatus,,,,"(Raffles, 1821)",Vulnerable,A2cd+3cd,3.1,Decreasing,Global
17960144,41554,Trachypithecus barbei,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Trachypithecus,barbei,,,,"(Blyth, 1847)",Vulnerable,"B1ab(iii,v)",3.1,Decreasing,Global
17960562,22039,Trachypithecus obscurus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Trachypithecus,obscurus,,,,"(Reid, 1837)",Endangered,A2cd,3.1,Decreasing,Global
17961202,39869,Trachypithecus shortridgei,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Trachypithecus,shortridgei,,,,"Wroughton, 1915",Endangered,A2cd+3cd,3.1,Decreasing,Global
17961368,136791,Rungwecebus kipunji,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Rungwecebus,kipunji,,,,"(Ehardt, Butynski, Jones &amp; Davenport, 2005)",Endangered,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",3.1,Decreasing,Global
17962115,40652,Paragalago rondoensis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,GALAGIDAE,Paragalago,rondoensis,,,,"(Honess in Kingdon, 1997)",Endangered,"B2ab(ii,iii,v)",3.1,Decreasing,Global
17966495,10550,Hylobates moloch,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Hylobates,moloch,,,,"(Audebert, 1798)",Endangered,A4cd,3.1,Decreasing,Global
17966665,10552,Hylobates pileatus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Hylobates,pileatus,,,,"Gray, 1861",Endangered,A2cd+3cd,3.1,Decreasing,Global
17967053,39879,Hylobates albibarbis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Hylobates,albibarbis,,,,"Lyon, 1911",Endangered,A4cd,3.1,Decreasing,Global
17967253,10548,Hylobates lar,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Hylobates,lar,,,,"(Linneaus, 1771)",Endangered,A2cd+3cd,3.1,Decreasing,Global
17967475,10547,Hylobates klossii,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Hylobates,klossii,,,,"(G.S. Miller, 1903)",Endangered,A4cd,3.1,Decreasing,Global
17967655,10543,Hylobates agilis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Hylobates,agilis,,,,"F. Cuvier, 1821",Endangered,A2cd+4cd,3.1,Decreasing,Global
17967873,39779,Symphalangus syndactylus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Symphalangus,syndactylus,,,,"(Raffles, 1821)",Endangered,A4cd,3.1,Decreasing,Global
17968083,39876,Hoolock hoolock,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Hoolock,hoolock,,,,"(Harlan, 1834)",Endangered,A4acd,3.1,Decreasing,Global
17968300,118355453,Hoolock leuconedys,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Hoolock,leuconedys,,,,"Groves, 1967",Vulnerable,A3cd,3.1,Decreasing,Global
17968556,39775,Nomascus concolor,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Nomascus,concolor,,,,"(Harlan, 1826)",Critically Endangered,A2acd+3cd,3.1,Decreasing,Global
17968765,39896,Nomascus siki,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Nomascus,siki,,,,"(Delacour, 1951)",Critically Endangered,A4cd,3.1,Decreasing,Global
17968950,128073282,Nomascus gabriellae,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Nomascus,gabriellae,,,,"(Thomas, 1909)",Endangered,A4cd,3.1,Decreasing,Global
17969392,41643,Nomascus hainanus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Nomascus,hainanus,,,,"(Thomas, 1892)",Critically Endangered,A2acd; B1ab(iii); D,3.1,Stable,Global
17969578,41642,Nomascus nasutus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Nomascus,nasutus,,,,"(Kunkel d'Herculais, 1884)",Critically Endangered,"A2cd; C1+2a(i,ii); D",3.1,Decreasing,Global
17970781,163013860,Nycticebus menagensis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,LORISIDAE,Nycticebus,menagensis,,,,"(Lydekker, 1893)",Vulnerable,A2cd+3cd,3.1,Decreasing,Global
17970966,163017685,Nycticebus coucang,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,LORISIDAE,Nycticebus,coucang,,,,"(Boddaert, 1785)",Endangered,A2acde+4acde,3.1,Decreasing,Global
17972422,39954,Callicebus coimbrai,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,PITHECIIDAE,Callicebus,coimbrai,,,,"Kobayashi &amp; Langguth, 1999",Endangered,"B2ab(ii,iii,iv,v); C2a(i,ii)",3.1,Decreasing,Global
17972778,41550,Plecturocebus modestus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,PITHECIIDAE,Plecturocebus,modestus,,,,"Lönnberg, 1939",Endangered,A3cd,3.1,Decreasing,Global
17974148,41558,Plecturocebus brunneus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,PITHECIIDAE,Plecturocebus,brunneus,,,,"(Wagner, 1842)",Vulnerable,A3cd+4cd,3.1,Decreasing,Global
17974735,39928,Plecturocebus ornatus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,PITHECIIDAE,Plecturocebus,ornatus,,,,"(Gray, 1866)",Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
17975106,39930,Callicebus melanochir,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,PITHECIIDAE,Callicebus,melanochir,,,,"Wied-Neuwied, 1820",Vulnerable,A4c,3.1,Decreasing,Global
17975319,3553,Plecturocebus oenanthe,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,PITHECIIDAE,Plecturocebus,oenanthe,,,,"Thomas, 1924",Critically Endangered,A2cd,3.1,Decreasing,Global
17975516,3554,Plecturocebus olallae,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,PITHECIIDAE,Plecturocebus,olallae,,,,"Lönnberg, 1939",Critically Endangered,A3cd,3.1,Decreasing,Global
17976648,43892,Chiropotes utahickae,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,PITHECIIDAE,Chiropotes,utahickae,,,,"Hershkovitz, 1985",Vulnerable,A4cd,3.1,Decreasing,Global
17976989,21488,Cephalopachus bancanus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,TARSIIDAE,Cephalopachus,bancanus,,,,"(Horsfield, 1821)",Vulnerable,A2cde+3cde,3.1,Decreasing,Global
17977202,179234,Tarsius tumpara,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,TARSIIDAE,Tarsius,tumpara,,,,"Shekelle, Groves, Merker &amp; Supriatna, 2008",Critically Endangered,"A2acd+4acd; B1ab(iii,v)",3.1,Decreasing,Global
17977351,21493,Tarsius sangirensis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,TARSIIDAE,Tarsius,sangirensis,,,,"Meyer, 1897",Endangered,B1ab(iii),3.1,Decreasing,Global
17977515,21494,Tarsius pelengensis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,TARSIIDAE,Tarsius,pelengensis,,,,"Sody, 1949",Endangered,"B1ab(ii,iii)",3.1,Decreasing,Global
17977659,195277,Tarsius wallacei,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,TARSIIDAE,Tarsius,wallacei,,,,"Merker, Driller, Dahruddin, Wirdateti, Sinaga, Perwitasari-Farajallah &amp; Shekelle, 2010",Vulnerable,B1ab(iii),3.1,Decreasing,Global
17977790,21489,Tarsius dentatus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,TARSIIDAE,Tarsius,dentatus,,,,"Miller &amp; Hollister, 1921",Vulnerable,A2cd+3cd,3.1,Decreasing,Global
17977980,21490,Tarsius pumilus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,TARSIIDAE,Tarsius,pumilus,,,,"Miller &amp; Hollister, 1921",Endangered,B2ab(iii),3.1,Decreasing,Global
17978304,162369551,Tarsius tarsier,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,TARSIIDAE,Tarsius,tarsier,,,,"(Erxleben, 1777)",Vulnerable,A2cd,3.1,Decreasing,Global
17981252,81237954,Cebus brunneus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CEBIDAE,Cebus,brunneus,,,,"Allen, 1914",Endangered,A4cd,3.1,Decreasing,Global
17985872,39793,Macaca ochreata,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,ochreata,,,,"(Ogilby, 1841)",Vulnerable,A2c+3c,3.1,Decreasing,Global
17985924,12569,Macaca brunnescens,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,brunnescens,,,,"(Matschie, 1901)",Vulnerable,"A2c+3c; B1ab(i,ii,iii)",3.1,Decreasing,Global
17986718,39813,Presbytis mitrata,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Presbytis,mitrata,,,,"Eschsholtz, 1821",Vulnerable,A2cd+4cd,3.1,Decreasing,Global
17986913,136912,Presbytis sumatrana,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Presbytis,sumatrana,,,,"(Müller &amp; Schlegel, 1841)",Endangered,A2cd+4cd,3.1,Decreasing,Global
17986963,39816,Presbytis siberu,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Presbytis,siberu,,,,"(Chasen &amp; Kloss, 1928)",Endangered,A2cd+4cd,3.1,Decreasing,Global
17987041,39810,Presbytis sabana,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Presbytis,sabana,,,,"(Thomas, 1893)",Endangered,A2acd+4acd,3.1,Decreasing,Global
17988378,39872,Trachypithecus leucocephalus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Trachypithecus,leucocephalus,,,,"Tan, 1955",Critically Endangered,A2cd; C2a(i),3.1,Decreasing,Global
17988500,39848,Trachypithecus auratus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Trachypithecus,auratus,,,,"(É, Geoffroy, 1812)",Vulnerable,A2cd,3.1,Decreasing,Global
17990856,39890,Hylobates funereus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Hylobates,funereus,,,,"I. Geoffroy, 1850",Endangered,A4cd,3.1,Decreasing,Global
17990882,39889,Hylobates abbotti,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Hylobates,abbotti,,,,"Kloss, 1929",Endangered,A4cd,3.1,Decreasing,Global
17990934,39888,Hylobates muelleri,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Hylobates,muelleri,,,,"Martin, 1841",Endangered,A4cd,3.1,Decreasing,Global
18341580,11003,Kinixys homeana,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TESTUDINIDAE,Kinixys,homeana,,,,"Bell, 1827",Critically Endangered,A2bcd+4bcd,3.1,Decreasing,Global
18363260,54429,Leptodactylodon blanci,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ARTHROLEPTIDAE,Leptodactylodon,blanci,,,,"Ohler, 1999",Endangered,B1ab(iii),3.1,Unknown,Global
18389306,135846,Leptopelis mackayi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ARTHROLEPTIDAE,Leptopelis,mackayi,,,,"Köhler, Bwong, Schick, Veith &amp; Lötters, 2006",Vulnerable,B1ab(iii),3.1,Decreasing,Global
18391054,58081,Petropedetes newtonii,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PETROPEDETIDAE,Petropedetes,newtonii,,,,"(Bocage, 1895)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
18394643,135994,Arthroleptis nlonakoensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ARTHROLEPTIDAE,Arthroleptis,nlonakoensis,,,,"(Plath, Herrmann &amp; Böhme, 2006)",Endangered,B1ab(iii),3.1,Decreasing,Global
18490477,18490462,Hemidactylus hunae,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Hemidactylus,hunae,,,,"Deraniyagala, 1937",Endangered,B2ab(iii),3.1,Unknown,Global
18493355,6553,Dicerorhinus sumatrensis,ANIMALIA,CHORDATA,PERISSODACTYLA,MAMMALIA,RHINOCEROTIDAE,Dicerorhinus,sumatrensis,,,,"(G. Fischer, 1814)",Critically Endangered,A2cd+3cd+4cd; C2a(i); D,3.1,Decreasing,Global
18493900,19495,Rhinoceros sondaicus,ANIMALIA,CHORDATA,PERISSODACTYLA,MAMMALIA,RHINOCEROTIDAE,Rhinoceros,sondaicus,,,,"Desmarest, 1822",Critically Endangered,D,3.1,Stable,Global
18494149,19496,Rhinoceros unicornis,ANIMALIA,CHORDATA,PERISSODACTYLA,MAMMALIA,RHINOCEROTIDAE,Rhinoceros,unicornis,,,,"Linnaeus, 1758",Vulnerable,B2ab(iii),3.1,Increasing,Global
18567171,10032,Choeropsis liberiensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,HIPPOPOTAMIDAE,Choeropsis,liberiensis,,,,"(Morton, 1849)",Endangered,C1,3.1,Decreasing,Global
18567364,10103,Hippopotamus amphibius,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,HIPPOPOTAMIDAE,Hippopotamus,amphibius,,,,"Linnaeus, 1758",Vulnerable,A4acd,3.1,Stable,Global
18917668,18917624,Goniurosaurus araneus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,EUBLEPHARIDAE,Goniurosaurus,araneus,,,,"Grismer, Viets &amp; Boyle, 1999",Endangered,"B1ab(iii,v)",3.1,Unknown,Global
18917678,18917676,Goniurosaurus bawanglingensis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,EUBLEPHARIDAE,Goniurosaurus,bawanglingensis,,,,"Grismer, Haitao, Orlov &amp; Anajeva, 2002",Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
18917688,18917684,Goniurosaurus catbaensis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,EUBLEPHARIDAE,Goniurosaurus,catbaensis,,,,"Ziegler, Truong, Schmitz, Stenke, Rösler, 2008",Endangered,"B1ab(ii,iii)+2ab(ii,iii)",3.1,Unknown,Global
